1.1815e-05	3.7938e-05	100	
2.4927e-05	5.184e-05	200	
3.6466e-05	5.6072e-05	300	
5.1013e-05	7.0626e-05	400	
5.8999e-05	8.1866e-05	500	
7.6417e-05	9.3577e-05	600	
9.0065e-05	0.000101266	700	
0.000103358	0.000181844	800	
0.000115124	0.000130756	900	
0.000128031	0.000213713	1000	
0.000156232	0.000151265	1100	
0.000192807	0.000252899	1200	
0.000173039	0.000175466	1300	
0.00018945	0.000187409	1400	
0.000205423	0.000197352	1500	
0.000217513	0.000209827	1600	
0.000228794	0.000223358	1700	
0.000238803	0.000232624	1800	
0.000263376	0.00025248	1900	
0.000260509	0.000257215	2000	
0.00027633	0.000268355	2100	
0.00029686	0.000281332	2200	
0.000319027	0.000299581	2300	
0.000340711	0.000313946	2400	
0.00035531	0.000333758	2500	
0.000372605	0.000340032	2600	
0.000393337	0.000347822	2700	
0.000414419	0.000429705	2800	
0.000425801	0.000379634	2900	
0.00044386	0.000386713	3000	
0.000478375	0.000397672	3100	
0.000500159	0.000408456	3200	
0.000586702	0.000421763	3300	
0.000497246	0.000433594	3400	
0.000509658	0.000470661	3500	
0.000518979	0.000454321	3600	
0.000883845	0.00050692	3700	
0.000748199	0.000480286	3800	
0.000573614	0.000497414	3900	
0.00063669	0.000510158	4000	
0.000588965	0.000512932	4100	
0.000641352	0.000531182	4200	
0.000623289	0.000539698	4300	
0.000641002	0.000555032	4400	
0.000659366	0.000569024	4500	
